,attentive cat,img1,img2
128,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face110.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1796.jpg
129,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1595.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene682.jpg
130,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face175.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3173.jpg
131,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\female\face725.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3145.jpg
132,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2899.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1278.jpg
133,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3419.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene2.jpg
134,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1159.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3452.jpg
135,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face367.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3510.jpg
136,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\female\face24.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3570.jpg
137,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3463.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1412.jpg
138,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2922.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1511.jpg
139,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face253.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1155.jpg
140,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2470.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3210.jpg
