Marker,Timestamp
1.0,4796.690504895
1.0,4796.706870999
1.0,4796.723647724
1.0,4796.74057834
1.0,4796.756759191
1.0,4796.773454593
1.0,4796.790647773
1.0,4796.806737821
1.0,4796.823461668
1.0,4796.840149777
1.0,4796.856824759
1.0,4796.873469472
1.0,4796.889907417
1.0,4796.90663017
1.0,4796.923219818
1.0,4796.940213887
1.0,4796.956549723
1.0,4796.973284511
1.0,4796.989931777
1.0,4797.007227065
1.0,4797.023157751
1.0,4797.044237237
1.0,4797.056660146
1.0,4797.073226455
1.0,4797.090245686
1.0,4797.106400281
1.0,4797.123131057
1.0,4797.139822083
1.0,4797.156457315
1.0,4797.173721606
1.0,4797.189582275
1.0,4797.206756127
1.0,4797.223318425
1.0,4797.240119947
1.0,4797.256613322
1.0,4797.272991825
1.0,4797.289811216
1.0,4797.306525217
1.0,4797.322680541
1.0,4797.339662211
1.0,4797.356666491
1.0,4797.373156948
1.0,4797.389682049
1.0,4797.406535355
1.0,4797.422888696
1.0,4797.439870001
1.0,4797.456387444
1.0,4797.472931144
1.0,4797.489803777
1.0,4797.506618792
1.0,4797.522667632
1.0,4797.53936267
1.0,4797.556072295
1.0,4797.572899709
1.0,4797.589586724
1.0,4797.606034515
1.0,4797.622756903
1.0,4797.639329777
1.0,4797.656218091
1.0,4797.672602064
1.0,4797.689200464
1.0,4797.706004539
1.0,4797.722602939
1.0,4797.739380028
1.0,4797.756778883
1.0,4797.772966298
1.0,4797.789304687
1.0,4797.806047133
1.0,4797.822821305
1.0,4797.83918048
1.0,4797.855854732
1.0,4797.873043171
1.0,4797.889176614
1.0,4797.905722137
1.0,4797.922471147
1.0,4797.939024692
1.0,4797.9556643
1.0,4797.972212011
1.0,4797.98914518
1.0,4798.005852617
1.0,4798.022488578
1.0,4798.043233661
1.0,4798.055702518
1.0,4798.072413601
1.0,4798.088903694
1.0,4798.105946994
1.0,4798.122385303
1.0,4798.138907851
1.0,4798.155602525
1.0,4798.172442338
1.0,4798.188800419
1.0,4798.205659924
1.0,4798.222372102
1.0,4798.239159037
1.0,4798.255611204
1.0,4798.272642105
1.0,4798.288905007
1.0,4798.305678085
1.0,4798.322627299
1.0,4798.338772777
1.0,4798.355832122
1.0,4798.372077885
1.0,4798.388958541
1.0,4798.405516462
1.0,4798.421990874
1.0,4798.438693935
1.0,4798.455603765
1.0,4798.472175544
1.0,4798.488568998
1.0,4798.505505814
1.0,4798.521657126
1.0,4798.538660677
1.0,4798.555604786
1.0,4798.572005898
1.0,4798.58881362
1.0,4798.605297149
1.0,4798.621798546
1.0,4798.638550838
1.0,4798.655128816
1.0,4798.672116686
1.0,4798.688377035
1.0,4798.705213201
1.0,4798.721815248
1.0,4798.738404531
1.0,4798.755000014
1.0,4798.772090356
1.0,4798.788355082
1.0,4798.80545527
1.0,4798.821813716
1.0,4798.838510213
1.0,4798.854942323
1.0,4798.871754785
1.0,4798.888622678
1.0,4798.904933717
1.0,4798.921585359
